generic_name,status,pmid,label,year,first_author,title,pub_types,reason,url
carbamazepine,rejected,35582748,,2022,Ryvlin,Tolerability and efficacy of adjunctive brivaracetam in adults with focal seizures by concomitant antiseizure medication use: Pooled results from three phase 3 trials.,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/35582748/
carbamazepine,rejected,34022524,,2021,Krauss,A multivariable prediction model of a major treatment response for focal-onset seizures: A post-hoc analysis of Phase III trials of perampanel.,"Journal Article; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/34022524/
carbamazepine,rejected,31675621,,2019,Moseley,Pharmacokinetic interaction of brivaracetam on other antiepileptic drugs in adults with focal seizures: Pooled analysis of data from randomized clinical trials.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/31675621/
carbamazepine,rejected,30774838,,2019,Talari,"Effects of Folate Supplementation on Carotid Intima-Media Thickness, Biomarkers of Inflammation, and Oxidative Stress in Carbamazepine-Treated Epileptic Children.",Journal Article,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/30774838/
carbamazepine,rejected,30278294,,2018,Abou-Khalil,Tolerability of adjunctive eslicarbazepine acetate according to concomitant lamotrigine or carbamazepine use: A subgroup analysis of three phase III trials in adults with focal (partial-onset) seizures.,"Clinical Trial, Phase III; Journal Article; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/30278294/
carbamazepine,rejected,29908435,,2018,Brodie,Brivaracetam-induced elevation of carbamazepine epoxide levels: A post-hoc analysis from the clinical development program.,"Clinical Trial, Phase III; Journal Article; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/29908435/
carbamazepine,rejected,29171002,,2017,Takenaka,Pharmacokinetic/pharmacodynamic analysis of adjunctive perampanel in subjects with partial-onset seizures.,"Clinical Trial, Phase II; Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/29171002/
carbamazepine,rejected,27146213,,2016,Schoemaker,Brivaracetam Population Pharmacokinetics and Exposure-Response Modeling in Adult Subjects With Partial-Onset Seizures.,"Clinical Trial, Phase II; Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27146213/
carbamazepine,rejected,27595590,,2016,Villanueva,"Pharmacokinetics, exposure-cognition, and exposure-efficacy relationships of perampanel in adolescents with inadequately controlled partial-onset seizures.","Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27595590/
carbamazepine,rejected,27099849,,2016,Mehvari,"Effects of Vitamin E on seizure frequency, electroencephalogram findings, and oxidative stress status of refractory epileptic patients.",Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27099849/
carbamazepine,rejected,26724782,,2016,Meador,Cognitive effects of adjunctive perampanel for partial-onset seizures: A randomized trial.,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26724782/
carbamazepine,rejected,26414341,,2015,Biton,"Safety and tolerability of lacosamide as adjunctive therapy for adults with partial-onset seizures: Analysis of data pooled from three randomized, double-blind, placebo-controlled clinical trials.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26414341/
carbamazepine,rejected,25933358,,2015,Rudd,Lacosamide cardiac safety: clinical trials in patients with partial-onset seizures.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/25933358/
carbamazepine,rejected,25223728,,2014,Borlot,A pilot double-blind trial using verapamil as adjuvant therapy for refractory seizures.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/25223728/
carbamazepine,rejected,24346821,,2014,French,Effects of marketed antiepileptic drugs and placebo in the human photosensitivity screening protocol.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/24346821/
carbamazepine,rejected,24359313,,2013,French,Efficacy and safety of extended-release oxcarbazepine (Oxtellar XR™) as adjunctive therapy in patients with refractory partial-onset seizures: a randomized controlled trial.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/24359313/
carbamazepine,rejected,24417206,,2014,Menzler,A common SCN1A splice-site polymorphism modifies the effect of carbamazepine on cortical excitability--a pharmacogenetic transcranial magnetic stimulation study.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/24417206/
carbamazepine,rejected,24010637,,2013,Lazzari,Prevention of bone loss and vertebral fractures in patients with chronic epilepsy--antiepileptic drug and osteoporosis prevention trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/24010637/
carbamazepine,rejected,23778157,,2013,Lang,"Effects of lacosamide and carbamazepine on human motor cortex excitability: a double-blind, placebo-controlled transcranial magnetic stimulation study.",Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/23778157/
carbamazepine,rejected,23772853,,2013,Gidal,Concentration-effect relationships with perampanel in patients with pharmacoresistant partial-onset seizures.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/23772853/
carbamazepine,rejected,21332573,,2011,Garcia,Pharmacokinetics of combined treatment with praziquantel and albendazole in neurocysticercosis.,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/21332573/
carbamazepine,rejected,20955400,,2010,Hessen,"Improvement in verbal memory after withdrawal of carbamazepine and valproate in patients with well-controlled epilepsy: a randomized, double-blind study.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",healthy-volunteer study,https://pubmed.ncbi.nlm.nih.gov/20955400/
carbamazepine,rejected,19490053,,2009,Brodie,Rufinamide for the adjunctive treatment of partial seizures in adults and adolescents: a randomized placebo-controlled trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/19490053/
carbamazepine,rejected,19243424,,2009,Elger,"Efficacy and safety of eslicarbazepine acetate as adjunctive treatment in adults with refractory partial-onset seizures: a randomized, double-blind, placebo-controlled, parallel-group phase III study.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/19243424/
carbamazepine,rejected,17651416,,2007,Otoul,"Lack of pharmacokinetic interaction of levetiracetam on carbamazepine, valproic acid, topiramate, and lamotrigine in children with epilepsy.",Comparative Study; Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/17651416/
carbamazepine,rejected,17938371,,2007,Naritoku,Lamotrigine extended-release as adjunctive therapy for partial seizures.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17938371/
carbamazepine,rejected,17582922,,2007,PMID,Zonisamide: new drug. No advantage in refractory partial epilepsy.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17582922/
carbamazepine,rejected,17445287,,2007,Hessen,"Influence of major antiepileptic drugs on neuropsychological function: results from a randomized, double-blind, placebo-controlled withdrawal study of seizure-free epilepsy patients on monotherapy.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17445287/
carbamazepine,rejected,17350342,,2007,Hessen,Slight improvement in mood and irritability after antiepileptic drug withdrawal: a controlled study in patients on monotherapy.,Comparative Study; Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17350342/
carbamazepine,rejected,17201701,,2006,Hessen,"Influence of major antiepileptic drugs on attention, reaction time, and speed of information processing: results from a randomized, double-blind, placebo-controlled withdrawal study of seizure-free epilepsy patients receiving monotherapy.",Comparative Study; Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17201701/
carbamazepine,rejected,16597501,,2006,Lomia,Bronchial asthma as neurogenic paroxysmal inflammatory disease: a randomized trial with carbamazepine.,Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/16597501/
carbamazepine,rejected,16816222,,2006,Wagner,"A double-blind, randomized, placebo-controlled trial of oxcarbazepine in the treatment of bipolar disorder in children and adolescents.","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/16816222/
carbamazepine,rejected,16948934,,2006,Chiron,Stiripentol in childhood partial epilepsy: randomized placebo-controlled trial with enrichment and withdrawal design.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/16948934/
carbamazepine,rejected,16397976,,2005,PMID,Pregabalin: new drug. Very similar to gabapentin.,Comparative Study; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/16397976/
carbamazepine,rejected,16052246,,2005,Theis,Lack of pharmacokinetic interaction between oxcarbazepine and lamotrigine.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/16052246/
carbamazepine,rejected,16315636,,2005,Hernández,"[Decrease of folic acid and cognitive alterations in patients with epilepsy treated with phenytoin or carbamazepine, pilot study].",Comparative Study; English Abstract; Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/16315636/
carbamazepine,rejected,15857429,,2005,Majkowski,Time course of adverse events in patients with localization-related epilepsy receiving topiramate added to carbamazepine.,Comparative Study; Journal Article,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/15857429/
carbamazepine,rejected,15823510,,2005,Gidal,Effect of levetiracetam on the pharmacokinetics of adjunctive antiepileptic drugs: a pooled analysis of data from randomized clinical trials.,"Clinical Trial; Clinical Trial, Phase III; Comparative Study; Journal Article; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/15823510/
carbamazepine,rejected,15813357,,2005,Basnec,[The risk of second seizure in children with benign childhood epilepsy with centrotemporal spikes without treatment--a prospective study].,Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/15813357/
carbamazepine,rejected,15571523,,2004,Gupta,"Effects of add-on melatonin administration on antioxidant enzymes in children with epilepsy taking carbamazepine monotherapy: a randomized, double-blind, placebo-controlled trial.","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/15571523/
carbamazepine,rejected,15110023,,2004,Riddle,The effect of carbamazepine on human corticomuscular coherence.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/15110023/
carbamazepine,rejected,12743236,,2003,Meador,Differential cognitive and behavioral effects of topiramate and valproate.,"Clinical Trial; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/12743236/
carbamazepine,rejected,12225311,,2002,Guberman,Low-dose topiramate in adults with treatment-resistant partial-onset seizures.,"Clinical Trial; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/12225311/
